movieId,mean_rating_per_movie,rating_count_per_movie
1086,4.009367681498829,427
1221,4.249181860682562,2139
2407,3.309612983770287,801
2716,3.765704584040747,2356
2671,3.451741293532338,1005
34048,3.2150101419878294,493
95,3.1059640995946727,1727
1947,3.8515497553017943,613
150,3.8496782496782496,3885
224,3.5206847360912983,701
914,3.8848641655886156,773
4995,3.930123311802701,1703
468,3.368595041322314,605
41569,3.3981900452488687,442
3785,2.8053097345132745,678
4641,3.744874715261959,439
165,3.5188427864484204,2627
2423,3.613107822410148,473
2724,2.8861538461538463,650
1304,4.009419152276295,1274
1580,3.565728535803349,2807
3751,3.6097372488408035,1294
4963,3.7843886462882095,1832
4973,4.126958400864398,1851
2947,3.7861205915813425,879
1222,4.025428740390302,1691
337,3.7556818181818183,1408
1193,4.191716481639625,2342
276,2.9741176470588235,425
455,2.607142857142857,672
915,3.8633093525179856,417
1356,3.6607629427792916,1468
1591,2.657831325301205,415
8950,3.8374384236453203,406
296,4.106120902027667,5277
5418,3.8885288399222295,1543
4085,3.5885286783042396,802
2490,3.4426494345718903,619
509,3.6698412698412697,1260
2599,3.758241758241758,1092
1259,3.9987277353689565,1572
58559,4.152409638554217,1660
1079,3.8351577591757886,1553
50,4.263829787234043,3525
8961,3.898422712933754,1585
3608,3.334075723830735,449
282,3.349282296650718,836
5218,3.664887940234792,937
1047,3.475165562913907,604
153,2.912781350482315,2488
21,3.5987020010816657,1849
1968,3.8298129149064573,1657
1358,3.972485768500949,1054
594,3.6324404761904763,1344
1250,4.0820353063343715,963
2706,3.3464696223316914,1827
380,3.473838059047062,3421
1876,2.9474248927038627,932
1077,3.7744510978043913,501
431,3.6992805755395683,695
2001,3.3235004916420845,1017
4306,3.8044426814756047,2521
1393,3.6311569301260023,1746
223,3.8370091447014523,1859
79,3.1633663366336635,404
919,3.98393351800554,1805
480,3.6766363242306026,4614
5903,3.7884615384615383,520
1230,4.073614557485525,1209
3996,3.8875062220009955,2009
30793,3.4096774193548387,620
33493,3.499484004127967,969
1207,4.135726795096322,1142
3253,3.505813953488372,1032
158,2.9331983805668016,988
3556,3.700587084148728,511
1059,3.6178756476683938,772
1517,3.501124859392576,1778
356,4.019643215073161,4989
762,2.4121447028423773,774
457,3.9963235294117645,3808
1779,2.875,448
4720,3.7290076335877864,786
800,4.0979020979020975,572
1271,3.7701674277016743,657
1882,2.4290718038528896,571
60,3.1673306772908365,502
3471,3.803250641573995,1169
553,3.6799667497921864,1203
1729,3.6901408450704225,923
1674,3.888888888888889,837
1036,3.9183147033533965,2326
60684,3.721518987341772,395
1228,4.02805049088359,713
1617,4.059376546264225,2021
3897,3.834788448623237,1489
586,3.0944131658726723,2309
33794,3.9491884262526464,1417
1376,3.492,1000
25,3.694103194103194,1628
59315,3.871212121212121,924
50872,3.8577912254160363,661
2628,3.0806174957118353,2332
266,3.4540182270091133,1207
252,3.223938223938224,777
2391,3.772,500
2712,3.227272727272727,1188
2529,3.6726190476190474,1008
3247,3.039622641509434,530
73017,3.7510822510822512,462
160,2.5820770519262983,1194
10,3.4255803368229403,2197
1278,4.002529510961214,1186
2657,3.3336510962821735,1049
2124,3.2180579216354346,587
7153,4.078260869565217,2415
1257,3.875,440
367,3.167098925527973,2699
2000,3.715435259692758,1367
2115,3.723826714801444,1662
1035,3.75139146567718,1078
1213,4.150584795321637,2052
2420,3.370199692780338,651
587,3.4403747870528107,2348
1,3.9153548387096775,3875
1409,3.0923423423423424,444
34162,3.6059027777777777,576
673,2.6814159292035398,791
435,2.5962059620596207,1107
2881,3.2131147540983607,610
3114,3.851051401869159,1712
1653,3.7655807365439093,1412
3994,3.5137701804368473,1053
198,3.44011544011544,693
592,3.416901408450704,3550
1378,3.302857142857143,525
3967,3.845140032948929,607
185,3.1046875,1920
3363,3.8677966101694916,590
1917,2.9901356350184956,1622
2571,4.129812438302073,4052
837,3.399014778325123,406
1307,3.8385020479812755,1709
6,3.770855904658722,1846
3113,2.674129353233831,402
1527,3.7236414305620067,2153
3827,3.1387434554973823,382
3300,3.4034749034749034,518
783,3.2829457364341086,774
1261,3.848648648648649,555
231,2.97242497972425,2466
4014,3.719205298013245,755
6373,3.310991957104558,746
44555,4.159353348729792,433
532,3.051975051975052,481
440,3.611380985426787,1441
1196,4.165432098765432,3645
4148,3.1123388581952116,543
4855,3.850117096018735,427
1587,3.2676579925650557,538
1198,4.173216444981862,3308
1270,3.918885448916409,3230
69757,3.822125813449024,461
2300,3.88929889298893,542
1732,3.9231234866828086,1652
196,2.893467336683417,995
1080,3.960122699386503,1630
1231,3.891156462585034,588
2427,3.494607087827427,649
7361,4.0498583569405096,1765
1411,3.773784355179704,473
277,3.4005847953216373,684
1569,3.2958333333333334,720
3793,3.6230291447682754,2093
805,3.731422505307856,942
3087,3.509186351706037,381
2144,3.6276276276276276,666
1200,4.007910656119125,2149
474,3.7577639751552794,1449
736,3.202993092862625,2606
741,3.9267399267399266,546
2194,3.9070331447049313,1237
377,3.507411982705374,3238
2406,3.5090735434574976,1047
903,4.180555555555555,1080
785,3.3514124293785312,885
3148,3.699130434782609,575
1136,4.10384012539185,2552
8376,3.484189723320158,506
5816,3.6314814814814813,1080
497,3.9014869888475836,1076
2890,3.6022845275181723,963
4638,2.6471816283924845,479
3916,3.825503355704698,596
4128,3.6126126126126126,444
1610,3.8550724637681157,1656
1639,3.641399416909621,1029
107,3.2403846153846154,520
5810,3.3475935828877006,374
2688,3.124105011933174,419
3408,3.615993665874901,1263
3717,3.0726027397260274,730
39,3.4360523665659617,1986
708,3.4392678868552413,1202
2087,3.524163568773234,538
1339,3.48258064516129,775
3703,3.6020558002936856,681
168,3.0996884735202492,963
1801,3.0789473684210527,456
8368,3.760806916426513,1041
7438,3.829967426710098,1535
2193,3.499323410013532,739
300,3.645951035781544,1593
485,2.798521256931608,1082
1589,3.2908163265306123,392
141,3.5116959064327484,1710
1590,3.0318091451292246,503
1912,3.6927710843373496,664
1263,4.007462686567164,804
3617,3.1924460431654675,556
912,4.223358449946178,1858
1097,3.760356174990321,2583
913,4.148188803512624,911
2600,3.3067632850241546,414
596,3.536,1000
541,4.103161397670549,2404
8784,3.8141843971631206,705
19,2.6267605633802815,1704
1204,4.120758483033932,1002
3949,3.991765782250686,1093
52,3.5739247311827955,744
2915,3.5495049504950495,606
3527,3.661751152073733,1085
56367,3.8360248447204968,805
2046,3.5586034912718203,401
597,3.4239335598338996,2649
2396,3.833420639078051,1909
555,3.7868576242628476,1187
2826,3.165151515151515,660
588,3.6675047140163417,3182
3704,3.0789473684210527,418
2145,3.3785211267605635,568
1965,3.728110599078341,434
2581,3.1032608695652173,552
18,3.346987951807229,415
1375,3.2475728155339807,824
2692,4.006706408345752,1342
1377,3.1162079510703364,981
180,3.5915279878971256,661
53996,3.412903225806452,465
2288,3.7694566813509547,681
7143,3.730769230769231,832
1994,3.465924895688456,719
420,2.7580906148867315,1236
3755,3.0511756569847854,723
7373,3.32183908045977,435
2321,3.607142857142857,1064
2804,4.073028237585199,1027
35836,3.60077519379845,774
36,3.90632603406326,1644
1258,3.977571115973742,1828
3578,3.941198501872659,2670
2150,3.654320987654321,648
2378,2.979638009049774,442
733,3.680461599681655,2513
454,3.4997473471450227,1979
55820,3.945362134688691,787
3100,3.7379310344827585,435
8529,3.52289156626506,415
1188,3.865051903114187,578
2746,3.3148450244698204,613
6377,3.8563885955649417,1894
1321,3.569983136593592,593
4027,3.924403183023873,1508
2431,3.0829493087557602,434
2502,3.9216828478964403,1545
1220,3.8520208604954367,1534
2353,3.5279007971656333,1129
1953,4.0222551928783385,674
4299,3.3120728929384966,439
5060,3.899168399168399,962
1129,3.3815987933634992,663
8361,3.1278825995807127,477
1333,3.750830564784053,903
4369,2.9859402460456943,569
4901,3.640198511166253,403
1235,3.9210526315789473,608
173,2.563380281690141,1136
7458,3.3537549407114624,506
3174,3.5930807248764416,607
1371,3.12109375,768
3448,3.666283084004603,869
1573,3.3324118866620593,1447
2140,3.5669421487603308,605
353,3.5597243491577335,1306
145,3.2584615384615385,975
3005,3.3049504950495048,505
2324,4.157030692362598,1401
3499,3.7361878453038675,724
3273,2.52803738317757,428
2700,3.648628613787991,1349
1347,3.3309859154929575,568
110,4.038926499032882,4136
1246,3.8461538461538463,1638
33166,3.812688821752266,662
2528,3.4726775956284155,366
4446,3.178,500
40819,3.867735470941884,499
317,3.160839160839161,1287
3752,3.0084317032040473,593
1208,4.099004424778761,1808
1391,2.973684210526316,1330
539,3.514864864864865,2220
348,3.6905132192846035,643
1387,3.81864406779661,1770
1084,3.943243243243243,740
1120,3.599393019726859,659
357,3.653966831017481,2231
2944,3.8672566371681416,565
3418,3.627659574468085,940
1025,3.6,395
788,2.892392049348869,1459
2770,3.1497975708502026,741
1197,4.187821273230526,2529
5349,3.619618528610354,1835
724,3.1104199066874028,643
247,3.846801346801347,594
11,3.6559139784946235,1395
208,2.870846981750117,2137
8464,3.6828528072837634,659
2125,3.6462264150943398,424
434,3.06172224987556,2009
2948,3.7450271247739604,553
3362,3.962328767123288,584
1479,3.152428810720268,597
1345,3.469172932330827,665
6874,3.8596997690531176,1732
1884,3.7219662058371736,651
3969,3.2114882506527413,383
1104,3.982318271119843,509
193,2.281569965870307,586
355,2.4593908629441623,788
5481,3.0104477611940297,670
6711,3.763542562338779,1163
2707,3.4726962457337884,586
1272,4.071312803889789,617
293,4.024254674077817,1979
628,3.734338747099768,862
1234,4.147656940760389,1131
70,3.323651452282158,964
4321,3.3058608058608057,546
2174,3.5168094924192483,1517
49530,3.8853383458646618,532
5618,4.11972522080471,1019
1748,3.792194092827004,948
1094,3.672575599582899,959
1676,3.2910140148392415,1213
2997,3.92246982358403,2154
5956,3.473384030418251,526
1240,3.9192757450018862,2651
1148,4.176039119804401,1227
47610,3.836190476190476,525
1370,3.4548440065681447,1218
1704,4.016267510167194,2213
552,3.223155929038282,1071
111,4.074894514767933,1896
8984,3.3347732181425487,463
2010,4.08843537414966,441
2701,2.3107142857142855,840
904,4.227341389728097,1324
3052,3.6239737274220034,1218
1249,3.83943661971831,710
3354,2.660531697341513,489
2722,2.6979166666666665,576
2409,3.201492537313433,402
1020,3.2776699029126215,515
1663,3.7098865478119936,617
3481,3.812842599843383,1277
24,3.249185667752443,614
2336,3.9165446559297217,683
5378,3.1068408916218293,1301
1921,3.7215363511659807,729
306,4.081911262798635,586
5459,2.936141304347826,736
2394,3.426751592356688,471
852,3.2475728155339807,824
910,4.098510882016036,873
172,2.7975460122699385,978
2273,3.390625,768
778,4.001049868766404,1905
2355,3.6174289245982694,1618
1049,3.4047619047619047,420
1960,3.922509225092251,542
215,3.8166259168704157,409
104,3.476086956521739,1380
2791,3.790729379686435,1467
5015,3.5476190476190474,378
2109,3.6306818181818183,528
2616,2.742004264392324,469
2019,4.260960334029227,958
1641,3.770066889632107,1196
799,3.343157894736842,475
2617,3.2116843702579665,1318
920,3.831792975970425,1082
30812,3.624708624708625,429
36529,3.8267543859649122,456
3006,3.9447674418604652,688
585,2.720779220779221,770
2424,3.1670353982300883,904
8622,3.6316590563165905,657
1722,3.2660944206008584,932
60069,3.9338842975206614,968
3072,3.653973509933775,604
4816,3.2674825174825175,572
2080,3.6288659793814433,776
1805,3.2597623089983023,589
1967,3.6414814814814815,675
4034,3.8478618421052633,1216
2161,3.483372921615202,842
46976,3.8256302521008405,476
1302,3.6610878661087867,956
745,4.172561629153269,933
2686,3.945887445887446,462
16,3.7891156462585034,1323
1544,2.9643463497453313,1178
2395,3.8897126969416127,1079
349,3.645489199491741,2361
6378,3.569169960474308,759
3798,3.2004008016032066,499
2384,2.979899497487437,398
524,3.6097972972972974,592
170,3.207062600321027,623
2006,3.315992292870906,1038
4308,3.5548022598870057,885
5669,3.8,945
1374,3.7084318360914104,1269
112,3.4134199134199132,924
410,3.0093708165997324,1494
954,4.016826923076923,416
53125,3.3977011494252873,435
3552,3.6390168970814134,651
2076,3.8583218707015132,727
45,3.3716814159292037,678
441,3.670157068062827,573
151,3.5350785340314137,955
225,3.2507433102081267,1009
48385,3.5586319218241043,614
372,3.2859424920127798,626
1088,3.179696616102684,857
1185,3.853960396039604,404
2078,3.6381766381766383,702
8798,3.725225225225225,666
79132,4.054005400540054,1111
273,3.1538461538461537,585
47,4.003571428571429,3360
8949,3.779742765273312,622
969,4.072966507177034,836
2005,3.6718938480096504,829
56174,3.5268595041322315,484
3039,3.770341207349081,762
6953,3.684647302904564,482
4002,3.602310231023102,606
1945,4.123595505617978,445
3285,3.1161616161616164,396
261,3.6412776412776413,814
1958,3.713527851458886,377
44191,3.9174630755864466,1151
1029,3.576056338028169,710
1367,3.1407185628742513,668
4270,2.9147826086956523,575
256,2.7824324324324325,740
508,3.7697201017811706,1572
3683,3.9974747474747474,396
2020,3.9215017064846416,586
2951,3.9653846153846155,520
2289,3.922945205479452,584
2268,3.8169354838709677,1240
2605,3.1326219512195124,656
376,3.268528464017186,931
2232,3.5481798715203428,467
1256,4.1076233183856505,446
6942,3.7755725190839695,655
2021,3.241473396998636,733
1597,3.3639947437582127,761
48394,3.988532110091743,872
237,3.144628099173554,484
2294,3.3906633906633905,814
45722,3.4625,720
3033,3.438695163104612,889
2872,3.7161654135338344,532
2797,3.6688102893890675,1555
216,3.27866473149492,689
3255,3.5077922077922077,770
1291,3.993125758188435,2473
6537,3.1931464174454827,642
5630,3.604265402843602,422
4701,3.2146017699115044,452
3555,3.37243947858473,537
63082,3.868766404199475,762
2572,3.44004400440044,909
2761,3.8506401137980086,703
46578,3.8796909492273732,906
6365,3.3020030816640986,1298
3697,2.8592233009708736,412
4239,3.691358024691358,567
292,3.416054821341165,2043
58,3.8983833718244805,866
2687,3.4416873449131513,403
135,2.944223107569721,502
720,4.075409836065574,610
350,3.4584745762711866,1180
4022,3.628608082103913,1559
1225,4.079355238685679,1613
916,4.037444933920705,454
5377,3.7009345794392523,749
1269,4.056603773584905,530
750,4.195521572910978,1831
45499,3.4331983805668016,494
2096,3.5368852459016393,488
1090,3.903364969801553,1159
8970,3.7386569872958257,551
2723,3.039344262295082,610
2134,3.375,424
2683,3.288431876606684,1945
1252,4.184971098265896,1211
1909,3.3550802139037432,935
1233,4.101518026565465,1054
1831,2.5983050847457627,590
2002,3.221732745961821,681
4226,4.116504854368932,2369
327,2.779109589041096,584
1262,4.144417475728155,824
5902,3.8807854137447406,713
3489,3.168154761904762,672
32,3.8812642369020502,3512
1644,2.554973821989529,573
515,3.912128712871287,808
2186,4.146464646464646,396
235,3.669047619047619,1260
832,3.466730038022814,1052
1028,3.7310774710596615,1123
69122,3.789473684210526,608
1032,3.63914373088685,654
3101,3.4424657534246577,730
4018,3.181159420289855,690
8874,3.913502109704641,948
442,3.09339559706471,1499
4718,3.0611916264090175,621
4878,3.977146814404432,1444
3698,3.2351816443594648,523
2640,3.429184549356223,1165
866,3.774891774891775,462
4874,3.5153508771929824,456
1183,3.5979292493528905,1159
2359,3.783938814531549,523
743,2.726899383983573,487
3911,3.84375,800
33679,3.248134328358209,536
5,3.0615384615384613,975
230,3.6052173913043477,575
1266,3.948509485094851,1107
31,3.278600269179004,743
68157,3.937238493723849,717
898,4.139846743295019,522
1027,3.3120805369127515,596
1552,3.214154411764706,1088
6863,3.5020297699594045,739
5991,3.5938748335552595,751
909,4.11340206185567,388
2366,3.6867469879518073,498
1203,4.123839009287925,969
2987,3.568250150330728,1663
3826,2.5148861646234675,571
802,3.493914807302231,986
3977,2.899427636958299,1223
3510,3.5383333333333336,600
1954,3.7120555073720727,1153
3108,3.6101141924959217,613
2081,3.5082824760244113,1147
1288,4.004122011541632,1213
3256,3.6406926406926408,693
5995,3.9813084112149535,856
1500,3.7724329324699353,1081
342,3.5237543453070685,863
3988,2.9220489977728286,449
4848,3.8194070080862534,742
3868,3.5768566493955096,579
5989,3.8535211267605636,1420
4105,3.710762331838565,446
1089,4.07587460245343,2201
4896,3.6419213973799125,1374
902,3.848101265822785,711
8636,3.543046357615894,1208
1911,2.6913123844731976,541
1100,2.8560411311053984,389
2352,3.691699604743083,506
1883,3.437037037037037,405
899,4.06826801517067,791
81845,3.985542168674699,415
49272,3.8514750762970498,983
6539,3.843505477308294,1917
1918,3.099540581929556,653
5971,4.102974828375286,437
6016,4.123572170301142,963
3263,3.1470588235294117,442
2918,3.9405496354458776,1783
2916,3.5663990117356392,1619
333,3.3782816229116945,838
5464,3.7127659574468086,658
475,3.9416553595658073,737
1175,3.911392405063291,553
3301,3.381818181818182,495
2058,3.58187134502924,684
1717,2.7905138339920947,506
40815,3.7991967871485945,747
2302,3.613452914798206,1115
1219,4.0469068660774985,1471
1267,4.172876304023845,671
163,3.486388384754991,1102
2467,3.87041564792176,409
7090,3.804659498207885,558
3386,3.6810207336523124,627
637,2.831081081081081,444
222,3.5245901639344264,427
1385,3.2,475
6934,3.187159956474429,919
81591,3.8502304147465436,434
362,3.3824959481361425,617
2485,2.9663677130044843,446
3702,3.56884561891516,719
33004,3.3676148796498904,457
382,3.0608272506082725,411
2291,3.7203703703703703,1620
2064,3.9567474048442905,578
922,4.265917602996255,534
3948,3.430252100840336,1190
3176,3.5313688212927756,1052
30707,3.8201936376210237,723
2985,3.3475499092558985,1102
538,3.723404255319149,376
2243,3.6601466992665035,409
6947,3.688976377952756,508
1253,3.979591836734694,490
1373,2.8557046979865772,596
41566,3.5597269624573378,586
4367,2.753899480069324,577
1645,3.4516129032258065,868
3745,3.340229885057471,435
924,3.96048024012006,1999
2710,2.881953867028494,1474
2455,3.41,800
1952,4.007722007722008,518
1293,3.968789013732834,801
5872,3.2227488151658767,422
5945,3.4556354916067145,417
2105,3.345864661654135,798
2478,3.1490566037735848,530
543,3.272240085744909,933
2699,2.8226555246053855,1077
1584,3.6434558349451964,1551
968,3.6165289256198347,605
339,3.488838008013738,1747
1186,3.5729349736379614,569
2011,3.5208471211118466,1511
3809,3.3887640449438203,445
3105,3.7704918032786887,488
44195,3.8627118644067795,590
7147,3.8146997929606625,966
1298,3.668724279835391,486
4370,3.244988864142539,898
7254,3.674772036474164,658
7293,3.422174840085288,469
3535,3.4936102236421727,626
1093,3.414876033057851,605
953,4.0509615384615385,1040
748,3.1373493975903615,415
2003,3.305895439377086,899
838,3.8524332810047097,637
3361,3.7895716945996276,537
1287,3.858156028368794,705
2728,3.830769230769231,390
204,2.977777777777778,675
535,3.6821345707656614,431
3671,3.889400921658986,868
44665,3.8904428904428903,429
4975,3.4184952978056424,638
2231,3.7148014440433212,554
2763,3.506666666666667,900
3504,4.0225,400
1747,3.5049751243781095,804
1214,3.9995894909688015,2436
74458,3.863109048723898,431
2428,2.832244008714597,459
3000,4.044270833333333,768
1199,3.981532779316713,1083
2908,3.8415213946117275,631
2100,3.2660753880266076,902
647,3.62402496099844,641
1405,2.944954128440367,654
308,3.895631067961165,412
1408,3.734611503531786,991
3254,2.9402985074626864,402
1103,3.797560975609756,410
2094,3.0481481481481483,540
4571,3.41131498470948,654
2694,3.1294452347083928,703
413,2.8452138492871692,491
432,2.725095785440613,1044
1441,3.5361702127659576,470
6218,3.591651542649728,551
2539,3.2859135285913528,717
44199,3.856492027334852,439
8528,3.3423645320197046,406
3081,3.5623781676413255,1026
466,2.9172154280338662,1063
48,2.991062562065541,1007
661,3.300832342449465,841
1127,3.690423162583519,1347
2013,3.407058823529412,425
51662,3.68208778173191,843
719,2.9720767888307154,573
1608,3.298604651162791,1075
1777,3.4178403755868545,1065
3257,2.7674897119341564,486
71535,3.8255528255528257,407
56782,3.896135265700483,414
546,2.1569506726457397,446
531,3.5883333333333334,600
62,3.7811470006591956,1517
5679,3.5217983651226157,734
4776,3.7040650406504065,615
315,2.936094674556213,845
616,3.4285714285714284,588
1215,3.7386363636363638,968
8360,3.56433007985803,1127
1513,2.9901153212520595,607
370,2.978082191780822,1095
671,3.6679462571976966,521
494,3.3993610223642174,939
2580,3.6793893129770994,655
1091,2.80327868852459,427
3396,3.7504761904761903,525
78499,3.9256017505470457,457
1673,3.677233429394813,1041
1907,3.6395939086294415,591
1449,3.8946236559139784,465
30749,4.008875739644971,676
1957,3.75968992248062,516
68358,3.944267515923567,628
1092,3.380047505938242,842
1274,3.8086956521739133,690
830,3.127789046653144,493
27773,3.982300884955752,452
4262,3.8997524752475248,808
1041,4.073170731707317,410
2023,3.4325637910085054,823
994,4.055944055944056,429
1245,3.9893617021276597,470
31658,3.985981308411215,428
265,3.908296943231441,916
8644,3.4908616187989554,766
2471,2.5473933649289098,422
1223,4.059485530546624,622
520,3.136239782016349,1101
1285,3.791812865497076,855
345,3.615,800
1037,2.701171875,512
1320,3.1175917215428033,1063
2968,3.673559822747415,677
4643,2.778267254038179,681
2421,2.589583333333333,480
236,3.3244397011739593,937
3421,3.8040089086859687,898
17,3.9514018691588784,1605
6333,3.6990369181380416,1246
3753,3.4892367906066535,1022
4025,2.995923913043478,736
1556,1.919431279620853,422
80463,3.8804878048780487,410
1276,4.050233644859813,856
383,3.2225274725274726,364
3252,3.702846975088968,562
1061,3.708092485549133,692
2160,3.7475728155339807,618
3624,3.4136752136752135,585
1042,3.4864,625
529,3.864618885096701,879
38061,3.8478802992518704,401
54286,3.9092039800995027,804
6281,3.3734335839599,399
232,4.018518518518518,486
1292,3.937625754527163,497
51255,3.8788990825688074,545
3020,3.5943204868154157,493
2116,3.186046511627907,430
3409,3.1,400
6870,3.8354037267080745,644
3210,3.663265306122449,588
2167,3.3396017699115044,904
45447,3.2060185185185186,432
1019,3.588477366255144,486
3104,3.9209932279909707,443
2018,3.623818525519849,529
2949,3.7037037037037037,540
8957,3.433408577878104,443
55765,3.848780487804878,410
303,3.1194029850746268,536
1466,3.803407601572739,763
2248,3.875,696
2953,2.6459143968871595,514
1060,3.8102766798418974,759
5013,3.631048387096774,496
3060,3.696103896103896,385
2470,3.2061310782241015,946
5064,3.8411458333333335,384
4344,3.0779510022271714,449
1095,3.8418708240534523,449
54001,3.7775330396475773,454
5502,3.321090047393365,844
1254,4.177927927927928,444
72998,3.719844357976654,771
562,3.797008547008547,468
39183,3.6674641148325358,418
203,3.162583518930958,449
4016,3.556043956043956,455
1962,3.7979197622585437,673
2085,3.468599033816425,621
1476,3.40632603406326,411
849,2.7763578274760383,626
4246,3.4516129032258065,899
2403,3.581578947368421,380
1635,3.796728971962617,428
54272,3.535279805352798,411
1299,4.084427767354597,533
30810,3.667452830188679,424
2410,2.829842931937173,382
1690,3.008130081300813,861
3,3.2090729783037477,1014
5388,3.522198731501057,473
2313,3.9688073394495413,545
3168,3.7573696145124718,441
2393,3.177293934681182,643
2371,3.4748858447488584,438
880,2.484581497797357,454
3450,3.3619489559164735,431
14,3.3568627450980393,510
1357,3.9173989455184532,569
29,3.9761146496815285,628
1562,2.2425149700598803,668
610,3.42215088282504,623
105,3.3610062893081762,795
5010,3.6691449814126393,807
6188,3.596330275229358,436
1296,3.980879541108987,523
2717,3.0601001669449084,599
2340,3.2933673469387754,392
280,3.6725,400
2369,3.0074074074074075,405
379,2.8066825775656326,419
491,3.3493975903614457,415
4310,2.8878504672897196,642
194,3.8694638694638694,429
3424,3.814968814968815,481
2871,3.766816143497758,669
2795,3.8141176470588234,425
1172,4.143654114365411,717
4235,4.009090909090909,440
4019,3.7463617463617465,481
2108,3.6284046692607004,514
3317,3.7515030060120242,499
481,3.282191780821918,365
5266,3.2654545454545456,550
68954,3.978007761966365,773
1438,2.8207343412526997,463
207,3.3812785388127855,438
1284,4.263982102908278,447
1212,4.211881188118812,505
2137,3.5720338983050848,472
162,4.017897091722595,447
5673,3.605839416058394,411
140,3.3405994550408717,367
186,2.91046511627907,860
1499,2.0596026490066226,453
1125,3.610126582278481,395
2501,3.9056291390728477,604
1179,3.7484909456740443,497
64614,3.962962962962963,513
