target_user,other_user,No_common_users
136405,50982,4
136405,39749,4
136405,50989,4
136405,100618,4
136405,100586,4
136405,69654,4
136405,100567,4
136405,23181,4
136405,52760,4
136405,100349,4
136405,34899,4
136405,10977,4
136405,100273,4
136405,99999,4
136405,74388,4
136405,33349,4
136405,46009,4
136405,99386,4
136405,99178,4
136405,99013,4
136405,62579,4
136405,98494,4
136405,34929,4
136405,54459,4
136405,98420,4
136405,33364,4
136405,11074,4
136405,98401,4
136405,41258,4
136405,25704,4
136405,98061,4
136405,74291,4
136405,97423,4
136405,68214,4
136405,69538,4
136405,97165,4
136405,4598,4
136405,18496,4
136405,50211,4
136405,69476,4
136405,11165,4
136405,11187,4
136405,28023,4
136405,62599,4
136405,33402,4
136405,96588,4
136405,96482,4
136405,96340,4
136405,68908,4
136405,95932,4
136405,73928,4
136405,59852,4
136405,35058,4
136405,95674,4
136405,13964,4
136405,41357,4
136405,23522,4
136405,95258,4
136405,20845,4
136405,95037,4
136405,94767,4
136405,94686,4
136405,94446,4
136405,18604,4
136405,52877,4
136405,94386,4
136405,30047,4
136405,36763,4
136405,94377,4
136405,94315,4
136405,94280,4
136405,49336,4
136405,94259,4
136405,94151,4
136405,49337,4
136405,93883,4
136405,8292,4
136405,35121,4
136405,57607,4
136405,4931,4
136405,92636,4
136405,92616,4
136405,92499,4
136405,92370,4
136405,92251,4
136405,92104,4
136405,73293,4
136405,91934,4
136405,91904,4
136405,8382,4
136405,91893,4
136405,91348,4
136405,90757,4
136405,41468,4
136405,18795,4
136405,56687,4
136405,21055,4
136405,8410,4
136405,90680,4
136405,63766,4
136405,72910,4
136405,56492,4
136405,90525,4
136405,1676,4
136405,54595,4
136405,63154,4
136405,51161,4
136405,60329,4
136405,35246,4
136405,72814,4
136405,43820,4
136405,90272,4
136405,72517,4
136405,69304,4
136405,90138,4
136405,36883,4
136405,89714,4
136405,55304,4
136405,89446,4
136405,66929,4
136405,40082,4
136405,29310,4
136405,58641,4
136405,115169,4
136405,115083,4
136405,49503,4
136405,89364,4
136405,57057,4
136405,5210,4
136405,5216,4
136405,53448,4
136405,57406,4
136405,88858,4
136405,19866,4
136405,16707,4
136405,57662,4
136405,18932,4
136405,114758,4
136405,72465,4
136405,88773,4
136405,114573,4
136405,114570,4
136405,88536,4
136405,40848,4
136405,88228,4
136405,114007,4
136405,62133,4
136405,45159,4
136405,18971,4
136405,19266,4
136405,88099,4
136405,28466,4
136405,56753,4
136405,68351,4
136405,22571,4
136405,53930,4
136405,49529,4
136405,58953,4
136405,23984,4
136405,138134,4
136405,22574,4
136405,22576,4
136405,61610,4
136405,86785,4
136405,2001,4
136405,86656,4
136405,3641,4
136405,112989,4
136405,112988,4
136405,37857,4
136405,85877,4
136405,47476,4
136405,33892,4
136405,112943,4
136405,30376,4
136405,56305,4
136405,40206,4
136405,3703,4
136405,85532,4
136405,50466,4
136405,10314,4
136405,69291,4
136405,77035,4
136405,10321,4
136405,63643,4
136405,32212,4
136405,85033,4
136405,14462,4
136405,84752,4
136405,84633,4
136405,84476,4
136405,84272,4
136405,33736,4
136405,22647,4
136405,84030,4
136405,112782,4
136405,8963,4
136405,138164,4
136405,83090,4
136405,52601,4
136405,61627,4
136405,82968,4
136405,138419,4
136405,137369,4
136405,40285,4
136405,61637,4
136405,26460,4
136405,35491,4
136405,59443,4
136405,71605,4
136405,137131,4
136405,36250,4
136405,77007,4
136405,82839,4
136405,136599,4
136405,112509,4
136405,136164,4
136405,138208,4
136405,39497,4
136405,135956,4
136405,82424,4
136405,61651,4
136405,135795,4
136405,14572,4
136405,43451,4
136405,59455,4
136405,112392,4
136405,135652,4
136405,67999,4
136405,112158,4
136405,111650,4
136405,9145,4
136405,12158,4
136405,82216,4
136405,44615,4
136405,62360,4
136405,35587,4
136405,17014,4
136405,17015,4
136405,135418,4
136405,22696,4
136405,46517,4
136405,15617,4
136405,135090,4
136405,81901,4
136405,58426,4
136405,14705,4
136405,54753,4
136405,76557,4
136405,135015,4
136405,48677,4
136405,43459,4
136405,52272,4
136405,63520,4
136405,60159,4
136405,76555,4
136405,7321,4
136405,40938,4
136405,30642,4
136405,66649,4
136405,134663,4
136405,134290,4
136405,134181,4
136405,111523,4
136405,133925,4
136405,48038,4
136405,109681,4
136405,35701,4
136405,133872,4
136405,54068,4
136405,133703,4
136405,3907,4
136405,109433,4
136405,108670,4
136405,133684,4
136405,45407,4
136405,81429,4
136405,81413,4
136405,132990,4
136405,80951,4
136405,80844,4
136405,108386,4
136405,132586,4
136405,24551,4
136405,76540,4
136405,42423,4
136405,132187,4
136405,75939,4
136405,75821,4
136405,131366,4
136405,34576,4
136405,80437,4
136405,6099,4
136405,46599,4
136405,130803,4
136405,50599,4
136405,130725,4
136405,79533,4
136405,71592,4
136405,19184,4
136405,22818,4
136405,108195,4
136405,12389,4
136405,59079,4
136405,39553,4
136405,130508,4
136405,130459,4
136405,45477,4
136405,130322,4
136405,35799,4
136405,130254,4
136405,115226,4
136405,33833,4
136405,130193,4
136405,107674,4
136405,129819,4
136405,13285,4
136405,33946,4
136405,129159,4
136405,34601,4
136405,40549,4
136405,128641,4
136405,71181,4
136405,128427,4
136405,128411,4
136405,107188,4
136405,79333,4
136405,128354,4
136405,127941,4
136405,107087,4
136405,34620,4
136405,79285,4
136405,51782,4
136405,2866,4
136405,106817,4
136405,127876,4
136405,127704,4
136405,36313,4
136405,29015,4
136405,127689,4
136405,75727,4
136405,127344,4
136405,127187,4
136405,22081,4
136405,37962,4
136405,127063,4
136405,126921,4
136405,126744,4
136405,105512,4
136405,37969,4
136405,39198,4
136405,60978,4
136405,60018,4
136405,13367,4
136405,126467,4
136405,125978,4
136405,125849,4
136405,59550,4
136405,71116,4
136405,125681,4
136405,22141,4
136405,125514,4
136405,125469,4
136405,104833,4
136405,52687,4
136405,42073,4
136405,124551,4
136405,132417,4
136405,7554,4
136405,70770,4
136405,15203,4
136405,64750,4
136405,75694,4
136405,70854,4
136405,70816,4
136405,124146,4
136405,123615,4
136405,123606,4
136405,22205,4
136405,123487,4
136405,122630,4
136405,39267,4
136405,39268,4
136405,104347,4
136405,35997,4
136405,122588,4
136405,122534,4
136405,48904,4
136405,9833,4
136405,41079,4
136405,6597,4
136405,104334,4
136405,15266,4
136405,121628,4
136405,78160,4
136405,104015,4
136405,103668,4
136405,103457,4
136405,42497,4
136405,31076,4
136405,119809,4
136405,119445,4
136405,119299,4
136405,77661,4
136405,298,4
136405,36024,4
136405,75642,4
136405,27679,4
136405,119055,4
136405,49183,4
136405,3284,4
136405,119017,4
136405,62445,4
136405,118882,4
136405,102646,4
136405,27691,4
136405,118728,4
136405,102532,4
136405,102256,4
136405,56267,4
136405,118412,4
136405,10012,4
136405,57372,4
136405,75299,4
136405,6824,4
136405,4184,4
136405,118191,4
136405,118174,4
136405,24990,4
136405,118127,4
136405,116838,4
136405,102196,4
136405,75210,4
136405,102038,4
136405,77142,4
136405,116543,4
136405,3429,4
136405,116241,4
136405,17741,4
136405,115918,4
136405,45945,4
136405,75105,4
136405,115606,4
136405,3487,4
136405,48991,4
136405,115604,4
136405,27338,4
136405,115424,4
136405,63902,4
136405,62482,4
136405,17768,4
136405,17602,3
136405,54160,3
136405,68913,3
136405,60533,3
136405,26885,3
136405,50788,3
136405,44436,3
136405,63858,3
136405,43427,3
136405,17838,3
136405,44438,3
136405,67022,3
136405,43433,3
136405,60138,3
136405,60150,3
136405,50855,3
136405,26944,3
136405,62848,3
136405,18007,3
136405,33082,3
136405,66012,3
136405,63861,3
136405,54188,3
136405,9690,3
136405,60181,3
136405,51715,3
136405,66025,3
136405,18105,3
136405,39214,3
136405,33182,3
136405,43536,3
136405,43545,3
136405,50941,3
136405,27040,3
136405,18191,3
136405,56379,3
136405,63874,3
136405,39249,3
136405,18214,3
136405,138191,3
136405,33255,3
136405,9790,3
136405,18250,3
136405,44576,3
136405,33258,3
136405,27070,3
136405,51763,3
136405,60590,3
136405,43590,3
136405,33272,3
136405,18310,3
136405,66041,3
136405,18376,3
136405,47848,3
136405,56407,3
136405,34489,3
136405,43657,3
136405,56831,3
136405,39281,3
136405,20083,3
136405,43666,3
136405,33395,3
136405,39284,3
136405,44652,3
136405,43680,3
136405,377,3
136405,51049,3
136405,62903,3
136405,33478,3
136405,18611,3
136405,34570,3
136405,18675,3
136405,27190,3
136405,18683,3
136405,27199,3
136405,18725,3
136405,9957,3
136405,462,3
136405,33541,3
136405,9970,3
136405,51141,3
136405,51154,3
136405,33615,3
136405,43831,3
136405,33635,3
136405,20217,3
136405,18949,3
136405,39346,3
136405,33679,3
136405,34650,3
136405,43883,3
136405,51227,3
136405,33771,3
136405,19180,3
136405,586,3
136405,43942,3
136405,33863,3
136405,56847,3
136405,20252,3
136405,39380,3
136405,19247,3
136405,619,3
136405,61718,3
136405,64786,3
136405,51337,3
136405,33981,3
136405,58614,3
136405,44038,3
136405,64813,3
136405,19414,3
136405,66088,3
136405,44060,3
136405,34692,3
136405,61729,3
136405,58650,3
136405,64901,3
136405,27379,3
136405,58667,3
136405,19457,3
136405,20289,3
136405,60416,3
136405,51384,3
136405,47934,3
136405,51411,3
136405,64835,3
136405,20294,3
136405,27426,3
136405,10263,3
136405,19513,3
136405,34187,3
136405,19602,3
136405,10292,3
136405,63028,3
136405,103018,3
136405,51532,3
136405,44263,3
136405,60497,3
136405,56718,3
136405,19706,3
136405,44752,3
136405,44296,3
136405,68222,3
136405,44756,3
136405,44341,3
136405,812,3
136405,34334,3
136405,20375,3
136405,34344,3
136405,44384,3
136405,64908,3
136405,61744,3
136405,10383,3
136405,69358,3
136405,69582,3
136405,69645,3
136405,34810,3
136405,69662,3
136405,69695,3
136405,69805,3
136405,69908,3
136405,916,3
136405,70021,3
136405,70108,3
136405,27531,3
136405,929,3
136405,10443,3
136405,70178,3
136405,70201,3
136405,70350,3
136405,70379,3
136405,70386,3
136405,70391,3
136405,70532,3
136405,70576,3
136405,10486,3
136405,48062,3
136405,64925,3
136405,70662,3
136405,10499,3
136405,44870,3
136405,56927,3
136405,58730,3
136405,48070,3
136405,70728,3
136405,27601,3
136405,39579,3
136405,70787,3
136405,70860,3
136405,10553,3
136405,70936,3
136405,70990,3
136405,70992,3
136405,27630,3
136405,39619,3
136405,10581,3
136405,27636,3
136405,70998,3
136405,51935,3
136405,71010,3
136405,71011,3
136405,65489,3
136405,20656,3
136405,71185,3
136405,71245,3
136405,34999,3
136405,71264,3
136405,27673,3
136405,71315,3
136405,71348,3
136405,10662,3
136405,1242,3
136405,1244,3
136405,10670,3
136405,71374,3
136405,71407,3
136405,44953,3
136405,71552,3
136405,71616,3
136405,71764,3
136405,71778,3
136405,60749,3
136405,27729,3
136405,71791,3
136405,10744,3
136405,71901,3
136405,71995,3
136405,20816,3
136405,72027,3
136405,72073,3
136405,72089,3
136405,1350,3
136405,63131,3
136405,48169,3
136405,72131,3
136405,44996,3
136405,72146,3
136405,1378,3
136405,72179,3
136405,54428,3
136405,58802,3
136405,63132,3
136405,72283,3
136405,72381,3
136405,72421,3
136405,72624,3
136405,72722,3
136405,72827,3
136405,72901,3
136405,48203,3
136405,72922,3
136405,1433,3
136405,45015,3
136405,72983,3
136405,73036,3
136405,73076,3
136405,1459,3
136405,73099,3
136405,35128,3
136405,73175,3
136405,51994,3
136405,73373,3
136405,35150,3
136405,39754,3
136405,10920,3
136405,1518,3
136405,73498,3
136405,73514,3
136405,73787,3
136405,64949,3
136405,73953,3
136405,1554,3
136405,27899,3
136405,35167,3
136405,74031,3
136405,11005,3
136405,48232,3
136405,54456,3
136405,74142,3
136405,74188,3
136405,74245,3
136405,74249,3
136405,74331,3
136405,74401,3
136405,1628,3
136405,74513,3
136405,11081,3
136405,74570,3
136405,1668,3
136405,74586,3
136405,74604,3
136405,74702,3
136405,74778,3
136405,1715,3
136405,74882,3
136405,11123,3
136405,74966,3
136405,74994,3
136405,1735,3
136405,54490,3
136405,11152,3
136405,64966,3
136405,54494,3
136405,75012,3
136405,75173,3
136405,75225,3
136405,75307,3
136405,75559,3
136405,75580,3
136405,35282,3
136405,68403,3
136405,75590,3
136405,75699,3
136405,75760,3
136405,75812,3
136405,45146,3
136405,75904,3
136405,75936,3
136405,21165,3
136405,76104,3
136405,61844,3
136405,21193,3
136405,76214,3
136405,76249,3
136405,28086,3
136405,76292,3
136405,76751,3
136405,77040,3
136405,77385,3
136405,77418,3
136405,11350,3
136405,77463,3
136405,39928,3
136405,77534,3
136405,77557,3
136405,35343,3
136405,21264,3
136405,77560,3
136405,77605,3
136405,77783,3
136405,61850,3
136405,11414,3
136405,77871,3
136405,1972,3
136405,77954,3
136405,77975,3
136405,39954,3
136405,78042,3
136405,2005,3
136405,21301,3
136405,21302,3
136405,78055,3
136405,78083,3
136405,78173,3
136405,78305,3
136405,52134,3
136405,28191,3
136405,78437,3
136405,78644,3
136405,64989,3
136405,39980,3
136405,78671,3
136405,79275,3
136405,11496,3
136405,79353,3
136405,79454,3
136405,21408,3
136405,63192,3
136405,11506,3
136405,2113,3
136405,28224,3
136405,67427,3
136405,79574,3
136405,79601,3
136405,79651,3
136405,28248,3
136405,68648,3
136405,79870,3
136405,79877,3
136405,79881,3
136405,2158,3
136405,80032,3
136405,28276,3
136405,80048,3
136405,80088,3
136405,21466,3
136405,80099,3
136405,80185,3
136405,80186,3
136405,80305,3
136405,57170,3
136405,80337,3
136405,40061,3
136405,52216,3
136405,80375,3
136405,80428,3
136405,80459,3
136405,48470,3
136405,69037,3
136405,80561,3
136405,48478,3
136405,11668,3
136405,40077,3
136405,80655,3
136405,80699,3
136405,80743,3
136405,28407,3
136405,54608,3
136405,2311,3
136405,80829,3
136405,80914,3
136405,80928,3
136405,80946,3
136405,80954,3
136405,81057,3
136405,81207,3
136405,35609,3
136405,2344,3
136405,81254,3
136405,81259,3
136405,81263,3
136405,60911,3
136405,63244,3
136405,2368,3
136405,63251,3
136405,21695,3
136405,81532,3
136405,21705,3
136405,45370,3
136405,81569,3
136405,28449,3
136405,81571,3
136405,21757,3
136405,81604,3
136405,81690,3
136405,81718,3
136405,48537,3
136405,67830,3
136405,40166,3
136405,2494,3
136405,81785,3
136405,2511,3
136405,58957,3
136405,2517,3
136405,64071,3
136405,82082,3
136405,82245,3
136405,57224,3
136405,28529,3
136405,82251,3
136405,35722,3
136405,82352,3
136405,82408,3
136405,82442,3
136405,21860,3
136405,48568,3
136405,82502,3
136405,82538,3
136405,21872,3
136405,82562,3
136405,82578,3
136405,82734,3
136405,58987,3
136405,82770,3
136405,82783,3
136405,52297,3
136405,82823,3
136405,82846,3
136405,2684,3
136405,83005,3
136405,83331,3
136405,83497,3
136405,83505,3
136405,83509,3
136405,2711,3
136405,83672,3
136405,83682,3
136405,63271,3
136405,83686,3
136405,66635,3
136405,12072,3
136405,52311,3
136405,83698,3
136405,83947,3
136405,84133,3
136405,84190,3
136405,84325,3
136405,2762,3
136405,84480,3
136405,2772,3
136405,2780,3
136405,84581,3
136405,84695,3
136405,84711,3
136405,35834,3
136405,84755,3
136405,84815,3
136405,84861,3
136405,12147,3
136405,28724,3
136405,59010,3
136405,69072,3
136405,84916,3
136405,85065,3
136405,85128,3
136405,85304,3
136405,67181,3
136405,85335,3
136405,52407,3
136405,85495,3
136405,12186,3
136405,2903,3
136405,85623,3
136405,85654,3
136405,85770,3
136405,12208,3
136405,52414,3
136405,2942,3
136405,85791,3
136405,22095,3
136405,2959,3
136405,61960,3
136405,48682,3
136405,52439,3
136405,65568,3
136405,12239,3
136405,85855,3
136405,22145,3
136405,3018,3
136405,86056,3
136405,86162,3
136405,86214,3
136405,59046,3
136405,12258,3
136405,86529,3
136405,86531,3
136405,35971,3
136405,86722,3
136405,86829,3
136405,3101,3
136405,35978,3
136405,28852,3
136405,86982,3
136405,87365,3
136405,66671,3
136405,87367,3
136405,87410,3
136405,12296,3
136405,87416,3
136405,12304,3
136405,87481,3
136405,28913,3
136405,87488,3
136405,12319,3
136405,87898,3
136405,54816,3
136405,3184,3
136405,28933,3
136405,52502,3
136405,12357,3
136405,87957,3
136405,87960,3
136405,12367,3
136405,87986,3
136405,36017,3
136405,54819,3
136405,88024,3
136405,88176,3
136405,48734,3
136405,57364,3
136405,88216,3
136405,52520,3
136405,28963,3
136405,88347,3
136405,88561,3
136405,88701,3
136405,88739,3
136405,54840,3
136405,12479,3
136405,88810,3
136405,88832,3
136405,88859,3
136405,88887,3
136405,54863,3
136405,22377,3
136405,89006,3
136405,89242,3
136405,89520,3
136405,65096,3
136405,89836,3
136405,65099,3
136405,89897,3
136405,90009,3
136405,90077,3
136405,22427,3
136405,90186,3
136405,36100,3
136405,90245,3
136405,90294,3
136405,90367,3
136405,90450,3
136405,3490,3
136405,48821,3
136405,12593,3
136405,29040,3
136405,40625,3
136405,36128,3
136405,90569,3
136405,90638,3
136405,90669,3
136405,90912,3
136405,91127,3
136405,65115,3
136405,91172,3
136405,29069,3
136405,91185,3
136405,52590,3
136405,91191,3
136405,91231,3
136405,91376,3
136405,91572,3
136405,3618,3
136405,91632,3
136405,36204,3
136405,45719,3
136405,91640,3
136405,45729,3
136405,91643,3
136405,45735,3
136405,91709,3
136405,91845,3
136405,12670,3
136405,40669,3
136405,91903,3
136405,91972,3
136405,91977,3
136405,92021,3
136405,92269,3
136405,92354,3
136405,68266,3
136405,22688,3
136405,92362,3
136405,92366,3
136405,92393,3
136405,92470,3
136405,92472,3
136405,36254,3
136405,92765,3
136405,92806,3
136405,92872,3
136405,93051,3
136405,93057,3
136405,93072,3
136405,29204,3
136405,3864,3
136405,93126,3
136405,45788,3
136405,93227,3
136405,93484,3
136405,93609,3
136405,3922,3
136405,93669,3
136405,36278,3
136405,93678,3
136405,93776,3
136405,68792,3
136405,61047,3
136405,93841,3
136405,93920,3
136405,22848,3
136405,61053,3
136405,94015,3
136405,12849,3
136405,94025,3
136405,94278,3
136405,63353,3
136405,94302,3
136405,94325,3
136405,94658,3
136405,94728,3
136405,94740,3
136405,94761,3
136405,4034,3
136405,94993,3
136405,12901,3
136405,45891,3
136405,22935,3
136405,95010,3
136405,95067,3
136405,64191,3
136405,95072,3
136405,95109,3
136405,36400,3
136405,4084,3
136405,95327,3
136405,95405,3
136405,62123,3
136405,22966,3
136405,95520,3
136405,95584,3
136405,95782,3
136405,12992,3
136405,95884,3
136405,36432,3
136405,95954,3
136405,95987,3
136405,95993,3
136405,96065,3
136405,96372,3
136405,96420,3
136405,96608,3
136405,96630,3
136405,96750,3
136405,96884,3
136405,62134,3
136405,59230,3
136405,13108,3
136405,96913,3
136405,96922,3
136405,96947,3
136405,97003,3
136405,23037,3
136405,23039,3
136405,97141,3
136405,97290,3
136405,23061,3
136405,4276,3
136405,97313,3
136405,97628,3
136405,4295,3
136405,97868,3
136405,98144,3
136405,98146,3
136405,36481,3
136405,98168,3
136405,4328,3
136405,49081,3
136405,98206,3
136405,98231,3
136405,98320,3
136405,98371,3
136405,98467,3
136405,23149,3
136405,4373,3
136405,45980,3
136405,29439,3
136405,98487,3
136405,98593,3
136405,45986,3
136405,23171,3
136405,98812,3
136405,98818,3
136405,98871,3
136405,98999,3
136405,99059,3
136405,99103,3
136405,99199,3
136405,99300,3
136405,23227,3
136405,99360,3
136405,40992,3
136405,99385,3
136405,99387,3
136405,65670,3
136405,99570,3
136405,13345,3
136405,99641,3
136405,13357,3
136405,68800,3
136405,100009,3
136405,61094,3
136405,100052,3
136405,100081,3
136405,13391,3
136405,100195,3
136405,100199,3
136405,100211,3
136405,100254,3
136405,100307,3
136405,100371,3
136405,13433,3
136405,13434,3
136405,100462,3
136405,41083,3
136405,100491,3
136405,100573,3
136405,85031,3
136405,4607,3
136405,100614,3
136405,100635,3
136405,100778,3
136405,100801,3
136405,101242,3
136405,62153,3
136405,101452,3
136405,36683,3
136405,101506,3
136405,101515,3
136405,13543,3
136405,101645,3
136405,102001,3
136405,52845,3
136405,102045,3
136405,102099,3
136405,13564,3
136405,102211,3
136405,41132,3
136405,102262,3
136405,102265,3
136405,102284,3
136405,102373,3
136405,29655,3
136405,102442,3
136405,13629,3
136405,36730,3
136405,66362,3
136405,49206,3
136405,102472,3
136405,102554,3
136405,57587,3
136405,46188,3
136405,13666,3
136405,41166,3
136405,65682,3
136405,102565,3
136405,23625,3
136405,102595,3
136405,102636,3
136405,4884,3
136405,102703,3
136405,29693,3
136405,102764,3
136405,102965,3
136405,103028,3
136405,29710,3
136405,46235,3
136405,103105,3
136405,103166,3
136405,41185,3
136405,103195,3
136405,103521,3
136405,29749,3
136405,103641,3
136405,23705,3
136405,63417,3
136405,103654,3
136405,103716,3
136405,103861,3
136405,103869,3
136405,103943,3
136405,5036,3
136405,103973,3
136405,29797,3
136405,104154,3
136405,104363,3
136405,104394,3
136405,5063,3
136405,13849,3
136405,104946,3
136405,36869,3
136405,105126,3
136405,105357,3
136405,105366,3
136405,105389,3
136405,5076,3
136405,105410,3
136405,5084,3
136405,105457,3
136405,105518,3
136405,105614,3
136405,105640,3
136405,105650,3
136405,105712,3
136405,105747,3
136405,65185,3
136405,29893,3
136405,5130,3
136405,61162,3
136405,23861,3
136405,106043,3
136405,106081,3
136405,23864,3
136405,55231,3
136405,106184,3
136405,106354,3
136405,23877,3
136405,106444,3
136405,106489,3
136405,106520,3
136405,106671,3
136405,106804,3
136405,46328,3
136405,106813,3
136405,107008,3
136405,49308,3
136405,5296,3
136405,46346,3
136405,107074,3
136405,107127,3
136405,13991,3
136405,107129,3
136405,57673,3
136405,57681,3
136405,107164,3
136405,107628,3
136405,23979,3
136405,107715,3
136405,107760,3
136405,53006,3
136405,107888,3
136405,108016,3
136405,108377,3
136405,5446,3
136405,108393,3
136405,36994,3
136405,108401,3
136405,36995,3
136405,108473,3
136405,108598,3
136405,108674,3
136405,55251,3
136405,108773,3
136405,46424,3
136405,108838,3
136405,5513,3
136405,46427,3
136405,108880,3
136405,108910,3
136405,108971,3
136405,24088,3
136405,109116,3
136405,24112,3
136405,46447,3
136405,109245,3
136405,30123,3
136405,109306,3
136405,5594,3
136405,109312,3
136405,109368,3
136405,109553,3
136405,46453,3
136405,5623,3
136405,30144,3
136405,30152,3
136405,68558,3
136405,109565,3
136405,109599,3
136405,109687,3
136405,65722,3
136405,109738,3
136405,109861,3
136405,109883,3
136405,64258,3
136405,24205,3
136405,109972,3
136405,110004,3
136405,110420,3
136405,24219,3
136405,110615,3
136405,110623,3
136405,110680,3
136405,110691,3
136405,110795,3
136405,110834,3
136405,55302,3
136405,14231,3
136405,110912,3
136405,59373,3
136405,111149,3
136405,111176,3
136405,55312,3
136405,24260,3
136405,111285,3
136405,111341,3
136405,14280,3
136405,111359,3
136405,5791,3
136405,111402,3
136405,53098,3
136405,111584,3
136405,111587,3
136405,111612,3
136405,111834,3
136405,5827,3
136405,41613,3
136405,111859,3
136405,112008,3
136405,112011,3
136405,112109,3
136405,112224,3
136405,24383,3
136405,112308,3
136405,112410,3
136405,112482,3
136405,112916,3
136405,66825,3
136405,112949,3
136405,113116,3
136405,113246,3
136405,113280,3
136405,113392,3
136405,30392,3
136405,113445,3
136405,113584,3
136405,113758,3
136405,113991,3
136405,55391,3
136405,41669,3
136405,114018,3
136405,114025,3
136405,30428,3
136405,114045,3
136405,24527,3
136405,114049,3
136405,14479,3
136405,114183,3
136405,114211,3
136405,114261,3
136405,30459,3
136405,6074,3
136405,114412,3
136405,114464,3
136405,62340,3
136405,114503,3
136405,24565,3
136405,114578,3
136405,114633,3
136405,114659,3
136405,114817,3
136405,24571,3
136405,115084,3
136405,115087,3
136405,115176,3
136405,115253,3
136405,115307,3
136405,115358,3
136405,59457,3
136405,115376,3
136405,57862,3
136405,115611,3
136405,115754,3
136405,46645,3
136405,49734,3
136405,115801,3
136405,115871,3
136405,115974,3
136405,115978,3
136405,116075,3
136405,55466,3
136405,65777,3
136405,116118,3
136405,24661,3
136405,116188,3
136405,116215,3
136405,24678,3
136405,14730,3
136405,37530,3
136405,46689,3
136405,116220,3
136405,24714,3
136405,55470,3
136405,116454,3
136405,116570,3
136405,41834,3
136405,67546,3
136405,41840,3
136405,14799,3
136405,116608,3
136405,116629,3
136405,37591,3
136405,6349,3
136405,41853,3
136405,30673,3
136405,116631,3
136405,116731,3
136405,37622,3
136405,116761,3
136405,116809,3
