User,Rank,Item_ID,Title,Predicted_Rating
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,6,39853,"Allmax AAA Maximum Power Alkaline Triple A Batteries (600 Count Wholesale Pack/ 6 Boxes of 100 Batteries) – Ultra Long-Lasting, 10-Year Shelf Life, Leakproof Design, 1.5V",5.0
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,7,41174,"Amazon Basics 60-Pack Hearing Aid Size 675 Zinc-Air Batteries, 1.45 Volt, Blue Tab, 4-Year Shelf Life",5.0
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,8,41180,"Amazon Basics 8-Pack Rechargeable AAA NiMH High-Capacity Batteries, 850 mAh, Recharge up to 500x Times, Pre-Charged",5.0
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,9,41194,"Amazon Basics AAA Rechargeable NiMH Performance Battery, 800 mAh, Recharge up to 1000 Times, Pre-Charged - Pack of 4",5.0
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,10,41699,"Amazon Brand - Solimo 70% Isopropyl Alcohol First Aid Antiseptic for Treatment of Minor Cuts and Scrapes, 32 Fl Oz (Pack of 6)",5.0
AGVHEHLIQGIYGG36W6SRUHO24TQA,1,165436,"HEALQU Gauze Pads - 4x4"" Box of 50 Gauze Sponges- 25 Sterile Packs of 2 Pads, Non-Woven Surgical Sponges - Super Absorbent Medical Gauze Sponges for Wound Dressing, Debridement, Cleaning, Prepping",5.6032
AGVHEHLIQGIYGG36W6SRUHO24TQA,2,213373,MEGA TEN 360-Degree Kids Electric Toothbrush with LED Light & Soft Microfiber Bristles & Comfortable Grip | Fun & Easy Brushing for Kids 12-48 Months Old | Built-in Timer | BPA Free | Baby Shark,5.6032
AGVHEHLIQGIYGG36W6SRUHO24TQA,3,2063,1 X 10 Energizer 377 376 Watch Battery SR626SW SR626W,5.0
AGVHEHLIQGIYGG36W6SRUHO24TQA,4,4699,"100% Compostable 9 Inch Paper Plates [125-Pack] Heavy-Dut, Natural Disposable Bagasse Plate, Eco-Friendly Made of Sugarcane Fibers - Natural Unbleached Brown 9"" Biodegradable Plate by Stack Man",5.0
AGVHEHLIQGIYGG36W6SRUHO24TQA,5,8792,"16 Count Replacement Brush Heads Compatible with Oral B Braun Electric Toothbrush, Deep and Precise Cleaning.",5.0
AGVHEHLIQGIYGG36W6SRUHO24TQA,6,9516,18pcs Sensitive Gum Care Replacement Brush Heads Compatible with Oral b Braun Electric Toothbrush. Soft Bristle for Superior and Gentle Clean.,5.0
AGVHEHLIQGIYGG36W6SRUHO24TQA,7,17714,"303 (30321) Products Aerospace Protectant 40 Count Wipes - Ultimate UV Protection - Keeps vinyl, rubber, and plastic looking newer, longer, 40 Count",5.0
AGVHEHLIQGIYGG36W6SRUHO24TQA,8,19220,"3M Micropore Paper Tape - White, 1"" x 10yds (Box of 12)",5.0
AGVHEHLIQGIYGG36W6SRUHO24TQA,9,24943,"6 Pack Reading Glasses by BOOST EYEWEAR, Traditional Frames in Assorted Colors, for Men and Women, with Spring Loaded Hinges",5.0
AGVHEHLIQGIYGG36W6SRUHO24TQA,10,26936,"7AM2M Sonic Electric Toothbrush, Soft Toothbrushes for Adults and Kids with 6 Brush Heads, One Charge Use for 90 Days, 5 Modes with 2 Minutes Build in Smart Timer, Rechargeable Toothbrushes",5.0
AEAXAJACFMXIAAH4WOHRMXPSZWFA,1,2063,1 X 10 Energizer 377 376 Watch Battery SR626SW SR626W,5.0
AEAXAJACFMXIAAH4WOHRMXPSZWFA,2,4699,"100% Compostable 9 Inch Paper Plates [125-Pack] Heavy-Dut, Natural Disposable Bagasse Plate, Eco-Friendly Made of Sugarcane Fibers - Natural Unbleached Brown 9"" Biodegradable Plate by Stack Man",5.0
AEAXAJACFMXIAAH4WOHRMXPSZWFA,3,8792,"16 Count Replacement Brush Heads Compatible with Oral B Braun Electric Toothbrush, Deep and Precise Cleaning.",5.0
AEAXAJACFMXIAAH4WOHRMXPSZWFA,4,13755,"220+lbs Plantar Fasciitis Strong Arch Support Insoles Men Women - Flat Feet - Orthotic Insoles High Arch for Arch Pain - Work Shoe Boot Inserts - Support Pain Relief (XS, Dark Military)",5.0
AEAXAJACFMXIAAH4WOHRMXPSZWFA,5,17714,"303 (30321) Products Aerospace Protectant 40 Count Wipes - Ultimate UV Protection - Keeps vinyl, rubber, and plastic looking newer, longer, 40 Count",5.0
AEAXAJACFMXIAAH4WOHRMXPSZWFA,6,19220,"3M Micropore Paper Tape - White, 1"" x 10yds (Box of 12)",5.0
AEAXAJACFMXIAAH4WOHRMXPSZWFA,7,24943,"6 Pack Reading Glasses by BOOST EYEWEAR, Traditional Frames in Assorted Colors, for Men and Women, with Spring Loaded Hinges",5.0
AEAXAJACFMXIAAH4WOHRMXPSZWFA,8,26936,"7AM2M Sonic Electric Toothbrush, Soft Toothbrushes for Adults and Kids with 6 Brush Heads, One Charge Use for 90 Days, 5 Modes with 2 Minutes Build in Smart Timer, Rechargeable Toothbrushes",5.0
AEAXAJACFMXIAAH4WOHRMXPSZWFA,9,29194,"ACDelco 24-Count AA Batteries, Maximum Power Super Alkaline Battery, 10-Year Shelf Life, Reclosable Packaging",5.0
AEAXAJACFMXIAAH4WOHRMXPSZWFA,10,29205,"ACDelco UltraMAX 20-Count AA Batteries, Alkaline Battery with Advanced Technology, 10-Year Shelf Life, Recloseable Packaging",5.0
AFZUK3MTBIBEDQOPAK3OATUOUKLA,1,17714,"303 (30321) Products Aerospace Protectant 40 Count Wipes - Ultimate UV Protection - Keeps vinyl, rubber, and plastic looking newer, longer, 40 Count",5.0
AFZUK3MTBIBEDQOPAK3OATUOUKLA,2,24943,"6 Pack Reading Glasses by BOOST EYEWEAR, Traditional Frames in Assorted Colors, for Men and Women, with Spring Loaded Hinges",5.0
AFZUK3MTBIBEDQOPAK3OATUOUKLA,3,29439,ACT Anticavity Fluoride Mouthwash Zero Alcohol 18 fl. oz. Soothing Mint,5.0
AFZUK3MTBIBEDQOPAK3OATUOUKLA,4,29671,"ADENSYANG Dental Floss Picks Dispenser - Pop-up Flossers Holder - Automatic Floss Dispenser - Reusable Dental Pick Dispenser, 1 Box 100 Count, Clean Teeth No Break, More Convenient",5.0
AFZUK3MTBIBEDQOPAK3OATUOUKLA,5,32047,"ANGEL SOFT Toilet Paper Bath Tissue, 48 Double Rolls, 260+ 2-Ply Sheets Per Roll",5.0
AFZUK3MTBIBEDQOPAK3OATUOUKLA,6,32920,"ARM & HAMMER Clean Burst HE Liquid Laundry Detergent, 100 loads, 150 Fl Oz (Pack of 1)",5.0
AFZUK3MTBIBEDQOPAK3OATUOUKLA,7,37155,"Affresh W10355053 Washing Machine Cleaner, 24 Wipes | Cleans Front Top Load Washers, Including, White",5.0
AFZUK3MTBIBEDQOPAK3OATUOUKLA,8,37830,"Air Wick Essential Mist Refill, 3ct, Fresh Waters, Air Freshener, Essential Oils",5.0
AFZUK3MTBIBEDQOPAK3OATUOUKLA,9,38009,"Air Wick Plug in Scented Oil Refill, 5 ct, Fresh Linen and Lavender, Air Freshener, Essential Oils",5.0
AFZUK3MTBIBEDQOPAK3OATUOUKLA,10,39313,"All Health Flexible Fabric, 3/4 Inch, 30 Count",5.0
